ObjectID,Meter Number,Status,Pay By Cell Number,Meter_Hours,Parking_Facility_Name,Facility,Borough,On_Street,Side_of_Street,From_Street,To_Street,Latitude,Longitude,X,Y,Location
1706,1263125,Active,103732,,,,Manhattan,,,,,40.7672,-73.9568,996221.70537536,218788.73274785,POINT (-73.9568 40.7672)
4345,3753008,Active,342845,,,,Brooklyn,,,,,40.7172,-73.9489,998402.98054036,200592.94532061,POINT (-73.9489 40.7172)
2614,3753012,Active,342843,,,,Brooklyn,,,,,40.7147,-73.9525,997415.73513952,199657.08203486,POINT (-73.9525 40.7147)
7942,1453377,Active,105461,,,,Manhattan,,,,,40.7414,-73.9988,984573.13582477,209393.28631568,POINT (-73.9988 40.7414)
13373,1433468,Active,103182,,,,Manhattan,,,,,40.758,-73.9836,988786.11985286,215445.13871327,POINT (-73.9836 40.758)
8570,1433482,Active,102271,,,,Manhattan,,,,,40.761,-73.9848,988449.60510594,216523.49351193,POINT (-73.9848 40.761)
3643,3753006,Active,342871,,,,Brooklyn,,,,,40.719,-73.9461,999186.54885511,201240.16285819,POINT (-73.9461 40.719)
11804,2293066,Active,213463,,,,Bronx,,,,,40.8752,-73.8599,1023003.55305828,258167.9384381,POINT (-73.8599 40.8752)
8056,3753011,Active,342844,,,,Brooklyn,,,,,40.716,-73.9508,997889.06687002,200137.77136219,POINT (-73.9508 40.716)
8160,1323030,Active,107036,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,VARICK STREET,W,CHARLTON STREET,KING STREET,40.7276,-74.0056,982702.73470995,204360.90497626,POINT (-74.0056 40.7276)
10921,3163002,Active,307392,2 HR Pas Mon-Fri 1000-1600 /2 HR Pas Sat 0800-1900,,On Street,Brooklyn,NOSTRAND AVENUE,E,HAWTHORNE STREET,WINTHROP STREET,40.6575,-73.9502,998063.65083843,178835.91337544,POINT (-73.9502 40.6575)
14259,1113009,Active,104798,4HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,WEST STREET,E,CHAMBERS STREET,HARRISON STREET,40.7184,-74.0124,980820.20337002,201024.8342206,POINT (-74.0124 40.7184)
12921,3303017,Active,311072,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,HART STREET,S,KNICKERBOCKER AVENUE,IRVING AVENUE,40.7017,-73.9229,1005622.36734827,194927.89169011,POINT (-73.9229 40.7017)
905,1433123,Inactive,106417,3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400,,On Street,Manhattan,WEST 55 STREET,N,AVENUE OF THE AMERICAS,7 AVENUE,40.764,-73.9803,989708.54287678,217616.95359536,POINT (-73.9803 40.764)
10800,1453286,Active,106526,3HR Com Mon-Sat 0700-1900,,On Street,Manhattan,5 AVENUE,W,EAST 20 STREET,EAST 21 STREET,40.74,-73.9908,986792.01885419,208875.88610376,POINT (-73.9908 40.74)
3488,3153064,Active,311322,2 HR Pas 0800-1900 Mon-Thur/4Hr Pas 0800-1900 Fri,,On Street,Brooklyn,EAST 12 STREET,E,AVENUE J,CARY COURT,40.6246,-73.9641,994223.27662945,166848.17947693,POINT (-73.9641 40.6246)
7917,3283029,Active,338149,2 HR Pas Mon-Fri 0800-1600,,On Street,Brooklyn,LEE AVENUE,W,PENN STREET,RUTLEDGE STREET,40.7027,-73.9567,996256.84145994,195307.80169144,POINT (-73.9567 40.7027)
7773,3051312,Active,318258,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,KINGS HIGHWAY,N,EAST 9 STREET,EAST 10 STREET,40.6069,-73.9633,994427.24833436,160403.92235236,POINT (-73.9633 40.6069)
1477,2013088,Active,216459,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,EAST 188 STREET,N,VALENTINE AVENUE,TIEBOUT AVENUE,40.8609,-73.8958,1013072.88623986,252951.43443544,POINT (-73.8958 40.8609)
14156,1223001,Active,109109,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,WEST 161 STREET,N,BROADWAY,FT WASHINGTON AVENUE,40.8367,-73.9433,999928.78588769,244123.45110719,POINT (-73.9433 40.8367)
5343,3043049,Active,331491,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,FLATBUSH AVENUE,W,FOSTER AVENUE,EAST 26 STREET,40.6379,-73.9532,997248.69872819,171681.7334581,POINT (-73.9532 40.6379)
8281,3131534,Active,305237,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,WEST 10 STREET,E,BAY PARKWAY,AVENUE O,40.611,-73.9841,988674.65616502,161898.65230252,POINT (-73.9841 40.611)
879,1389697,Active,111326,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,AMSTERDAM AVENUE,E,WEST 115 STREET,WEST 116 STREET,40.8064,-73.9612,994979.38830619,233063.23995994,POINT (-73.9612 40.8064)
2747,4413155,Active,405184,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,96 STREET,E,55 AVENUE,57 AVENUE,40.7371,-73.865,1021670.56097361,207863.22277477,POINT (-73.865 40.7371)
11300,1433354,Retired,106706,3HR Com Mon-Fri 1000-1600 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,EAST 58 STREET,S,PARK AVENUE,LEXINGTON AVENUE,40.7619,-73.9694,992731.27009903,216844.18184693,POINT (-73.9694 40.7619)
6758,4152150,Active,422266,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,46 ROAD,N,5 STREET,VERNON BOULEVARD,40.7463,-73.9532,997204.00918503,211172.57311143,POINT (-73.9532 40.7463)
10833,1443664,Active,101982,3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400,,On Street,Manhattan,BROADWAY,E,WEST 30 STREET,WEST 31 STREET,40.7472,-73.9883,987493.15196636,211509.89363103,POINT (-73.9883 40.7472)
10999,3863001,Active,342824,15HR Pas Mon-Sat 0800-2200,Canarsie,Off Street,Brooklyn,EAST 98 STREET,E,DEAD END,GLENWOOD ROAD,40.6464,-73.9022,1011397.69930153,174787.47232535,POINT (-73.9022 40.6464)
12897,1294840,Active,109238,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,YORK AVENUE,E,EAST 81 STREET,EAST 82 STREET,40.7731,-73.9491,998351.11548661,220929.87347868,POINT (-73.9491 40.7731)
1502,3333068,Retired,322319,2HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,FLATBUSH AVENUE,W,AVENUE V,HENDRICKSON PLACE,40.6074,-73.9201,1006427.22105353,160566.84394252,POINT (-73.9201 40.6074)
7476,1353034,Inactive,105294,2HR Pas Mon-Fri 1000-1900 /2HR Pas Sat 0900-1900,,On Street,Manhattan,10 AVENUE,E,WEST 22 STREET,WEST 23 STREET,40.7473,-74.0043,983055.89476478,211548.4745906,POINT (-74.0043 40.7473)
11735,3733002,Retired,342825,2HR Com Mon-Sat 0700-1300 /2HR Pas Mon-Sat 1300-1900,,Off Street,Brooklyn,CATON AVENUE,N,EAST 21 STREET,FLATBUSH AVENUE,40.6531,-73.9598,995399.64763628,177218.10394701,POINT (-73.9598 40.6531)
3002,3403083,Active,337008,2 HR Pas Mon-Fri 1200-1600 /2 HR Pas Sat 0800-1900,,On Street,Brooklyn,NOSTRAND AVENUE,E,CARROLL STREET,CROWN STREET,40.6666,-73.9507,997914.76301286,182151.15379219,POINT (-73.9507 40.6666)
1252,4203020,Active,423793,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,QUEENS BOULEVARD,N,61 STREET,63 STREET,40.7416,-73.9031,1011095.77962978,209469.92920703,POINT (-73.9031 40.7416)
9526,4413081,Inactive,462182,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,BROADWAY,S,78 STREET,BAXTER AVENUE,40.7441,-73.8856,1015961.46215561,210394.82991627,POINT (-73.8856 40.7441)
5345,4153028,Active,425529,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,43 AVENUE,S,23 STREET,24 STREET,40.7494,-73.9434,999938.24092127,212324.40578152,POINT (-73.9434 40.7494)
6271,1283001,Active,110214,2 HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,EAST 116 STREET,N,3 AVENUE,2 AVENUE,40.7974,-73.9385,1001279.05648111,229797.51027094,POINT (-73.9385 40.7974)
7798,3043143,Active,308435,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,NOSTRAND AVENUE,W,AVENUE H,AVENUE I,40.6305,-73.9475,998813.31338111,169003.33297502,POINT (-73.9475 40.6305)
13471,1038135,Retired,114013,1HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,AMSTERDAM AVENUE,W,WEST 96 STREET,WEST 97 STREET,40.7946,-73.9701,992537.25670752,228782.78001694,POINT (-73.9701 40.7946)
4335,1149977,Active,106395,2HR Pas Mon-Sat 0730-2200,,On Street,Manhattan,WEST 4 STREET,N,CORNELIA STREET,JONES STREET,40.732,-74.0014,983869.86754628,205982.01459494,POINT (-74.0014 40.732)
8028,1083026,Active,111483,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,WEST 69 STREET,N,BROADWAY,AMSTERDAM AVENUE,40.7765,-73.9826,989067.33385736,222190.72069453,POINT (-73.9826 40.7765)
7424,1023167,Active,102552,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,GRAND STREET,N,NORFOLK STREET,SUFFOLK STREET,40.7164,-73.9879,987606.23048036,200279.6309866,POINT (-73.9879 40.7164)
6327,3071397,Active,315522,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,BATH AVENUE,N,17 AVENUE,BAY 16 STREET,40.605,-74.0079,982047.49028553,159705.95688477,POINT (-74.0079 40.605)
7456,1433241,Retired,104289,3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400,,On Street,Manhattan,EAST 54 STREET,N,MADISON AVENUE,PARK AVENUE,40.7599,-73.9725,991859.28496636,216126.09010728,POINT (-73.9725 40.7599)
1260,2013133,Active,204198,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,EAST KINGSBRIDGE ROAD,W,COLES LANE,EAST FORDHAM ROAD,40.8627,-73.8942,1013506.53990011,253588.61918469,POINT (-73.8942 40.8627)
699,3313011,Active,302940,2 HR Pas 0800-1900 Mon-Thur/4Hr Pas 0800-1900 Fri,,On Street,Brooklyn,AVENUE M,N,EAST 19 STREET,OCEAN AVENUE,40.6185,-73.9559,996503.12738469,164625.74330503,POINT (-73.9559 40.6185)
8134,3013572,Active,300044,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,CLARK STREET,S,HENRY STREET,MONROE PLACE,40.6973,-73.9926,986295.94930828,193323.06648768,POINT (-73.9926 40.6973)
12383,1218176,Active,112708,2 HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,BROADWAY,E,WEST 112 STREET,WEST 113 STREET,40.8057,-73.9654,993839.52083528,232823.91793202,POINT (-73.9654 40.8057)
170,1453082,Active,102580,3HR Com Mon-Fri 0800-1900,,On Street,Manhattan,EAST 20 STREET,N,BROADWAY,PARK AVENUE SOUTH,40.739,-73.9892,987244.11112586,208510.8783036,POINT (-73.9892 40.739)
9934,2103011,Active,212588,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,EAST BURNSIDE AVENUE,N,WALTON AVENUE,MORRIS AVENUE,40.8534,-73.9062,1010207.45266627,250223.82178044,POINT (-73.9062 40.8534)
395,1443585,Inactive,102588,3HR Com Mon-Sat 0700-1900,,On Street,Manhattan,EAST 23 STREET,N,PARK AVENUE SOUTH,LEXINGTON AVENUE,40.7399,-73.9854,988294.56735827,208834.66768228,POINT (-73.9854 40.7399)
4968,2073056,Active,210476,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,EAST 210 STREET,S,KOSSUTH AVENUE,STEUBEN AVENUE,40.88,-73.8815,1017020.00236136,259917.21348286,POINT (-73.8815 40.88)
4551,4293148,Active,447766,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,101 AVENUE,N,76 STREET,77 STREET,40.68,-73.8613,1022728.99192761,187045.44977786,POINT (-73.8613 40.68)
10536,4193011,Active,405190,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,39 AVENUE,S,103 STREET,104 STREET,40.7507,-73.8627,1022295.47245345,212824.41921718,POINT (-73.8627 40.7507)
564,3602977,Active,335129,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,CONEY ISLAND AVENUE,E,AVENUE C,CORTELYOU ROAD,40.6398,-73.9688,992904.67427978,172368.38103494,POINT (-73.9688 40.6398)
7627,1443375,Active,101305,3HR Com Mon-Fri 0800-1800,,On Street,Manhattan,WEST 31 STREET,N,5 AVENUE,BROADWAY,40.7468,-73.9864,988007.04562362,211355.62327027,POINT (-73.9864 40.7468)
10983,4233044,Active,413328,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,BROADWAY,N,34 STREET,35 STREET,40.7608,-73.9227,1005657.42731753,216463.4253906,POINT (-73.9227 40.7608)
10547,1243081,Active,106695,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,CENTRE STREET,W,CANAL STREET,HESTER STREET,40.7185,-73.9996,984355.06769136,201058.61991419,POINT (-73.9996 40.7185)
9958,3283018,Active,332759,2 HR Pas 0800-1900 Mon-Thur/4Hr Pas 0800-1900 Fri,,On Street,Brooklyn,LEE AVENUE,W,WILSON STREET,ROSS STREET,40.7062,-73.9605,995200.69921528,196550.11482361,POINT (-73.9605 40.7062)
12324,4333122,Active,444334,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,LITTLE NECK PARKWAY,W,44 AVENUE,NORTHERN BOULEVARD,40.7706,-73.736,1057368.3698272,220150.62930226,POINT (-73.736 40.7706)
7953,4123037,Active,469041,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,79 STREET,E,35 AVENUE,37 AVENUE,40.7498,-73.8871,1015529.39838719,212457.71457002,POINT (-73.8871 40.7498)
8538,4173029,Active,467107,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,QUEENS BOULEVARD,S,64 ROAD,65 ROAD,40.7288,-73.8593,1023243.48138419,204811.93196136,POINT (-73.8593 40.7288)
2048,4233059,Active,419437,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,30 STREET,E,31 AVENUE,BROADWAY,40.7625,-73.926,1004746.64042519,217082.46581918,POINT (-73.926 40.7625)
7638,3602997,Active,319198,2 HR Pas Mon-Thur 0800-1900 /2 HR Pas Fri 0800-1700,,On Street,Brooklyn,16 AVENUE,W,50 STREET,51 STREET,40.6302,-73.9865,988004.14142995,168878.77318478,POINT (-73.9865 40.6302)
8203,1433326,Active,102605,3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400,,On Street,Manhattan,EAST 46 STREET,S,PARK AVENUE,DE PEW PLACE,40.7544,-73.9754,991076.44598086,214140.63902569,POINT (-73.9754 40.7544)
11450,4423113,Inactive,449043,2 HR Pas Mon-Sat 1000-1900,,On Street,Queens,FRESH MEADOW LANE,W,68 AVENUE,69 AVENUE,40.7329,-73.7945,1041204.30930761,206372.45180619,POINT (-73.7945 40.7329)
1471,1353010,Active,106726,2HR Pas Mon-Sat 0830-2200,,On Street,Manhattan,9 AVENUE,E,WEST 20 STREET,WEST 21 STREET,40.745,-74.0023,983616.86444336,210695.01435527,POINT (-74.0023 40.745)
12683,4323115,Active,403463,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,87 AVENUE,S,QUEENS BOULEVARD,139 STREET,40.7065,-73.8162,1035204.36887969,196737.04391168,POINT (-73.8162 40.7065)
7608,4953001,Active,469227,4HR Pas Mon-Sat 0700-2200,Broadway-31st Street,Off Street,Queens,31 STREET,E,BROADWAY,34 AVENUE,40.7611,-73.9255,1004878.56174928,216581.81327718,POINT (-73.9255 40.7611)
10014,4103014,Active,465747,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,BEACH 116 STREET,W,ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,40.5794,-73.8371,1029506.19818944,150392.3193441,POINT (-73.8371 40.5794)
2112,3063130,Active,322846,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,EAST 16 STREET,W,AVENUE V,GRAVESEND NECK ROAD,40.5952,-73.9548,996793.11368136,156144.12542577,POINT (-73.9548 40.5952)
10263,1074868,Active,106675,3HR Com Mon-Sat 0800-1200 /2HR Pas Mon-Sat 1200-1900,,On Street,Manhattan,3 AVENUE,E,EAST 64 STREET,EAST 65 STREET,40.7649,-73.964,994227.54433744,217960.45061177,POINT (-73.964 40.7649)
1511,3083013,Active,315698,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,BRIGHTON BEACH AVENUE,S,BRIGHTON 3 STREET,BRIGHTON 4 STREET,40.5771,-73.9635,994395.32943495,149523.67606828,POINT (-73.9635 40.5771)
233,3383033,Active,325471,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,EAST 94 STREET,E,AVENUE L,AVENUE M,40.6371,-73.8974,1012738.99517536,171388.67728569,POINT (-73.8974 40.6371)
3958,4093062,Active,451517,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,MYRTLE AVENUE,N,FOREST AVENUE,71 AVENUE,40.7006,-73.9,1011982.96912836,194522.51454811,POINT (-73.9 40.7006)
1218,4093069,Active,461227,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,MYRTLE AVENUE,S,FOREST AVENUE,71 AVENUE,40.7005,-73.8994,1012138.78246503,194488.83712202,POINT (-73.8994 40.7005)
3537,4173046,Active,465682,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,QUEENS BOULEVARD,S,67 DRIVE,68 DRIVE,40.7254,-73.8511,1025508.61464919,203579.6106071,POINT (-73.8511 40.7254)
12114,1453050,Active,101810,3HR Com Mon-Fri 0800-1900,,On Street,Manhattan,WEST 21 STREET,N,5 AVENUE,AVENUE OF THE AMERICAS,40.7412,-73.9926,986312.36069277,209305.16378853,POINT (-73.9926 40.7412)
2561,3743002,Active,342837,4HR Pas Mon-Sat 0700-2200,Gowanus,Off Street,Brooklyn,GOWANUS EXPRESSWAY,S,GOWANUS EXPRESSWAY EXIT 24 EB,GOWANUS EXPRESSWAY EXIT 23 EB,40.6557,-74.0062,982524.30986995,178150.77957511,POINT (-74.0062 40.6557)
10944,1228455,Active,114037,2 HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,BROADWAY,E,WEST 162 STREET,WEST 163 STREET,40.8375,-73.9422,1000248.64384377,244393.36723402,POINT (-73.9422 40.8375)
1255,3213008,Active,329127,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,UTICA AVENUE,W,CROWN STREET,MONTGOMERY STREET,40.6648,-73.9316,1003224.27240694,181492.48680244,POINT (-73.9316 40.6648)
8546,1453187,Active,106052,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,EAST 16 STREET,N,UNION SQUARE EAST,IRVING PLACE,40.7358,-73.989,987302.46927686,207361.00199443,POINT (-73.989 40.7358)
3802,2053043,Active,216165,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,EAST TREMONT AVENUE,N,3 AVENUE,MONTEREY AVENUE,40.8466,-73.8957,1013106.49673694,247749.96616386,POINT (-73.8957 40.8466)
2460,1023162,Active,102518,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,ESSEX STREET,E,GRAND STREET,BROOME STREET,40.7173,-73.9887,987375.51473445,200622.15031469,POINT (-73.9887 40.7173)
2865,4233116,Active,413628,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,30 AVENUE,N,29 STREET,29 STREET,40.7678,-73.9231,1005539.01252811,219008.36977577,POINT (-73.9231 40.7678)
2257,2083059,Active,208405,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,WHITE PLAINS ROAD,E,NEREID AVENUE,EAST 239 STREET,40.8989,-73.8538,1024673.45719877,266816.1042126,POINT (-73.8538 40.8989)
11367,1433240,Inactive,101395,6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,EAST 54 STREET,S,MADISON AVENUE,PARK AVENUE,40.7599,-73.9728,991795.98719269,216126.16786303,POINT (-73.9728 40.7599)
5771,4093058,Active,461794,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,60 STREET,W,71 AVENUE,MYRTLE AVENUE,40.7007,-73.8985,1012400.55195461,194569.96655294,POINT (-73.8985 40.7007)
9698,3013689,Active,342370,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,BROOKLYN BRIDGE,S,BROOKLYN BRIDGE,BROOKLYN BRIDGE APPROACH,40.7033,-73.9932,986121.27675736,195505.97419535,POINT (-73.9932 40.7033)
15232,4221258,Active,404569,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,ROOSEVELT AVENUE,N,97 STREET,39 AVENUE,40.7494,-73.868,1020831.54362278,212324.07802626,POINT (-73.868 40.7494)
10144,4233009,Active,426773,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,36 AVENUE,S,33 STREET,34 STREET,40.7556,-73.9278,1004247.89929669,214576.0728661,POINT (-73.9278 40.7556)
15079,1503039,Active,114432,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,FREDERICK DOUGLASS BOULEVARD,E,WEST 114 STREET,WEST 115 STREET,40.8034,-73.956,996432.53435002,231987.22800435,POINT (-73.956 40.8034)
9422,3123045,Active,338167,2 HR Pas Mon-Sat 0930-1900,,On Street,Brooklyn,51 STREET,N,4 AVENUE,5 AVENUE,40.6447,-74.0111,981179.77811019,174157.00737894,POINT (-74.0111 40.6447)
14054,2243010,Active,204353,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,RIVERDALE AVENUE,W,FIELDSTON ROAD,WEST 238 STREET,40.8869,-73.9072,1009916.73179102,262401.18948603,POINT (-73.9072 40.8869)
7536,4512476,Active,452720,2 HR Pas Mon-Sat 0730-1900,,On Street,Queens,72 ROAD,N,KISSENA BOULEVARD,153 STREET,40.728,-73.815,1035519.13727902,204554.15787061,POINT (-73.815 40.728)
4436,4163132,Active,434171,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,NORTH CONDUIT AVENUE,N,FRANCIS LEWIS BOULEVARD,242 STREET,40.6666,-73.7362,1057421.94517936,182254.25562011,POINT (-73.7362 40.6666)
7709,3333085,Active,319142,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,AVENUE N,S,EAST 59 STREET,RALPH AVENUE,40.6195,-73.9178,1007062.48060977,164970.22358719,POINT (-73.9178 40.6195)
13042,1443260,Active,101679,3HR Com Mon-Fri 1300-1900 /2HR Pas Mon-Fri 1900-2200 /2HR Pas Sat 0900-2200,,On Street,Manhattan,LEXINGTON AVENUE,W,EAST 36 STREET,EAST 37 STREET,40.748,-73.9787,990159.75621319,211790.13946161,POINT (-73.9787 40.748)
15059,1259660,Active,110765,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,WEST 135 STREET,S,LENOX TERRACE PLACE,LENOX AVENUE,40.8136,-73.9398,1000908.3744797,235690.13201585,POINT (-73.9398 40.8136)
579,1058294,Active,113541,2 HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,ST NICHOLAS AVENUE,E,WEST 171 STREET,WEST 172 STREET,40.8432,-73.9381,1001387.56216961,246493.29413652,POINT (-73.9381 40.8432)
11607,1433717,Active,106893,3HR Com Mon-Fri 0700-1500 /3HR Com Sat 0700-1900,,On Street,Manhattan,3 AVENUE,W,EAST 55 STREET,EAST 56 STREET,40.7593,-73.9684,993008.04612027,215902.75065893,POINT (-73.9684 40.7593)
10432,4343133,Retired,424909,2 HR Pas Mon-Fri 1000-1900 /2 HR Pas Sat 0900-1900,,On Street,Queens,37 AVENUE,N,37 STREET,NORTHERN BOULEVARD,40.7522,-73.9263,1004677.50572094,213322.80601569,POINT (-73.9263 40.7522)
11458,1403074,Active,106766,3HR Com Mon-Sat 0700-1600,,On Street,Manhattan,8 AVENUE,E,WEST 54 STREET,WEST 55 STREET,40.765,-73.984,988689.55311686,217993.82324843,POINT (-73.984 40.765)
9953,1133047,Active,107040,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,1 AVENUE,W,ST MARKS PLACE,EAST 9 STREET,40.7278,-73.9853,988328.36125395,204444.79916544,POINT (-73.9853 40.7278)
308,4323113,Active,406168,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,139 STREET,W,85 DRIVE,86 AVENUE,40.7082,-73.8171,1034968.81882586,197338.98660544,POINT (-73.8171 40.7082)
9424,4072173,Active,413885,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,35 AVENUE,S,36 STREET,37 STREET,40.7561,-73.9244,1005196.33801661,214767.88252185,POINT (-73.9244 40.7561)
12979,3163110,Active,336592,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,NOSTRAND AVENUE,W,LENOX ROAD,LINDEN BOULEVARD,40.653,-73.9499,998156.50203069,177171.76283236,POINT (-73.9499 40.653)
7652,4033068,Active,411467,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,JAMAICA AVENUE,N,175 STREET,176 STREET,40.708,-73.7852,1043812.39661111,197303.46042977,POINT (-73.7852 40.708)
621,4103002,Active,456958,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,BEACH 116 STREET,E,ROCKAWAY BEACH BOULEVARD,NEWPORT AVENUE,40.5806,-73.8376,1029348.13977852,150841.57960044,POINT (-73.8376 40.5806)
7821,5063003,Retired,514948,1HR Pas Mon-Sat 0800-1900,,On Street,Staten Island,WHEELER AVENUE,W,VICTORY BOULEVARD,PURDY AVENUE,40.6123,-74.1313,947784.15658136,162394.71823952,POINT (-74.1313 40.6123)
12507,1433461,Active,102931,3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400,,On Street,Manhattan,WEST 53 STREET,N,BROADWAY,8 AVENUE,40.7639,-73.9839,988582.41127078,217645.25767261,POINT (-73.9839 40.7639)
361,5043019,Retired,514124,2 HR Pas Mon-Sat 0900-1800,,On Street,Staten Island,FOREST AVENUE,S,KISSEL AVENUE,HOYT AVENUE,40.6307,-74.1042,955330.59227586,169072.94307202,POINT (-74.1042 40.6307)
6273,1133020,Active,102730,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,AVENUE A,E,EAST 2 STREET,EAST 3 STREET,40.7233,-73.9854,988284.6595697,202790.82051802,POINT (-73.9854 40.7233)
7403,1453128,Inactive,102715,3HR Com Mon-Fri 0800-1800,,On Street,Manhattan,WEST 18 STREET,S,AVENUE OF THE AMERICAS,7 AVENUE,40.74,-73.9955,985499.87937811,208880.63904703,POINT (-73.9955 40.74)
15380,2131183,Active,209274,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,HOFFMAN STREET,W,EAST 184 STREET,EAST 187 STREET,40.8559,-73.8886,1015059.72741053,251123.99156801,POINT (-73.8886 40.8559)
1811,1443617,Active,103767,3HR Com Mon-Fri 0700-1900,,On Street,Manhattan,PARK AVENUE SOUTH,E,EAST 28 STREET,EAST 29 STREET,40.7436,-73.9837,988753.59006228,210183.36249144,POINT (-73.9837 40.7436)
14742,3163097,Active,331816,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,UTICA AVENUE,W,LINDEN BOULEVARD,CHURCH AVENUE,40.6523,-73.9306,1003518.65370794,176938.28462477,POINT (-73.9306 40.6523)
15250,3593021,Retired,340659,1HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,UTICA AVENUE,E,AVENUE L,AVENUE M,40.6229,-73.9272,1004462.59637386,166230.76929444,POINT (-73.9272 40.6229)
10000,4443123,Active,449658,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,CROSS BAY BOULEVARD,W,158 AVENUE,159 AVENUE,40.6597,-73.8402,1028584.15246136,179668.85101402,POINT (-73.8402 40.6597)
